conj_verb	inf_verb	code	region	mood	gender	tense	person	sing_or_plural	haver_verb	anar_verb	pos_neg_cmd
fósseu	ser	VSSI2P05	central	S	0	I	2	P			0
fóssim	ser	VSSI1P02	central	S	0	I	1	P			0
fóssiu	ser	VSSI2P02	central	S	0	I	2	P			0
ha	haver	VAIP3S00	central	I	0	P	3	S			0
hagi	haver	VASP1S0Y	central	S	0	P	1	S			0
hagi	haver	VASP3S0Y	central	S	0	P	3	S			0
hagin	haver	VASP3P0Y	central	S	0	P	3	P			0
hagis	haver	VASP2S0Y	central	S	0	P	2	S			0
haguera	haver	VAIC1S00	central	I	0	C	1	S			0
haguera	haver	VAIC3S00	central	I	0	C	3	S			0
haguera	haver	VASI1S03	central	S	0	I	1	S			0
haguera	haver	VASI3S03	central	S	0	I	3	S			0
hagueren	haver	VAIC3P00	central	I	0	C	3	P			0
hagueren	haver	VASI3P03	central	S	0	I	3	P			0
hagueres	haver	VAIC2S00	central	I	0	C	2	S			0
hagueres	haver	VASI2S03	central	S	0	I	2	S			0
haguessen	haver	VASI3P05	central	S	0	I	3	P			0
haguesses	haver	VASI2S05	central	S	0	I	2	S			0
haguessin	haver	VASI3P02	central	S	0	I	3	P			0
haguessis	haver	VASI2S02	central	S	0	I	2	S			0
hagut	haver	VAP00SM0	central	P	M	0	0	S			0
haguérem	haver	VAIC1P00	central	I	0	C	1	P			0
haguérem	haver	VASI1P03	central	S	0	I	1	P			0
haguéreu	haver	VAIC2P00	central	I	0	C	2	P			0
haguéreu	haver	VASI2P03	central	S	0	I	2	P			0
hagués	haver	VASI1S01	central	S	0	I	1	S			0
hagués	haver	VASI3S01	central	S	0	I	3	S			0
haguéssem	haver	VASI1P05	central	S	0	I	1	P			0
haguésseu	haver	VASI2P05	central	S	0	I	2	P			0
haguéssim	haver	VASI1P02	central	S	0	I	1	P			0
haguéssiu	haver	VASI2P02	central	S	0	I	2	P			0
haig	haver	VAIP1S00	central	I	0	P	1	S			0
han	haver	VAIP3P00	central	I	0	P	3	P			0
has	haver	VAIP2S00	central	I	0	P	2	S			0
hauran	haver	VAIF3P00	central	I	0	F	3	P			0
haurem	haver	VAIF1P00	central	I	0	F	1	P			0
haureu	haver	VAIF2P00	central	I	0	F	2	P			0
hauria	haver	VAIC1S00	central	I	0	C	1	S			0
hauria	haver	VAIC3S00	central	I	0	C	3	S			0
haurien	haver	VAIC3P00	central	I	0	C	3	P			0
hauries	haver	VAIC2S00	central	I	0	C	2	S			0
haurà	haver	VAIF3S00	central	I	0	F	3	S			0
hauràs	haver	VAIF2S00	central	I	0	F	2	S			0
hauré	haver	VAIF1S00	central	I	0	F	1	S			0
hauríem	haver	VAIC1P00	central	I	0	C	1	P			0
hauríeu	haver	VAIC2P00	central	I	0	C	2	P			0
havem	haver	VAIP1P00	central	I	0	P	1	P			0
havent	haver	VAG00000	central	G	0	0	0	0			0
haver	haver	VAN00000	central	N	0	0	0	0			0
haveu	haver	VAIP2P00	central	I	0	P	2	P			0
havia	haver	VAII1S00	central	I	0	I	1	S			0
havia	haver	VAII3S00	central	I	0	I	3	S			0
havien	haver	VAII3P00	central	I	0	I	3	P			0
havies	haver	VAII2S00	central	I	0	I	2	S			0
havíem	haver	VAII1P00	central	I	0	I	1	P			0
havíeu	haver	VAII2P00	central	I	0	I	2	P			0
he	haver	VAIP1S00	central	I	0	P	1	S			0
hem	haver	VAIP1P00	central	I	0	P	1	P			0
heu	haver	VAIP2P00	central	I	0	P	2	P			0
hàgim	haver	VASP1P0Y	central	S	0	P	1	P			0
hàgiu	haver	VASP2P0Y	central	S	0	P	2	P			0
incloc	incloure	VMIP1S00	central	I	0	P	1	S			0
incloem	incloure	VMIP1P00	central	I	0	P	1	P			0
incloent	incloure	VMG00000	central	G	0	0	0	0			0
incloeu	incloure	VMIP2P00	central	I	0	P	2	P			0
incloeu	incloure	VMM02P00	central	M	0	0	2	P			pos
incloguem	incloure	VMM01P00	central	M	0	0	1	P			pos
incloguem	incloure	VMSP1P00	central	S	0	P	1	P			0
incloguera	incloure	VMSI1S03	central	S	0	I	1	S			0
incloguera	incloure	VMSI3S03	central	S	0	I	3	S			0
inclogueren	incloure	VMSI3P03	central	S	0	I	3	P			0
inclogueres	incloure	VMSI2S03	central	S	0	I	2	S			0
incloguessen	incloure	VMSI3P05	central	S	0	I	3	P			0
incloguesses	incloure	VMSI2S05	central	S	0	I	2	S			0
incloguessin	incloure	VMSI3P02	central	S	0	I	3	P			0
incloguessis	incloure	VMSI2S02	central	S	0	I	2	S			0
inclogueu	incloure	VMSP2P00	central	S	0	P	2	P			0
inclogui	incloure	VMM03S0Y	central	M	0	0	3	S			pos
inclogui	incloure	VMSP1S0Y	central	S	0	P	1	S			0
inclogui	incloure	VMSP3S0Y	central	S	0	P	3	S			0
incloguin	incloure	VMM03P0Y	central	M	0	0	3	P			pos
incloguin	incloure	VMSP3P0Y	central	S	0	P	3	P			0
incloguis	incloure	VMSP2S0Y	central	S	0	P	2	S			0
incloguérem	incloure	VMSI1P03	central	S	0	I	1	P			0
incloguéreu	incloure	VMSI2P03	central	S	0	I	2	P			0
inclogués	incloure	VMSI1S01	central	S	0	I	1	S			0
inclogués	incloure	VMSI3S01	central	S	0	I	3	S			0
incloguéssem	incloure	VMSI1P05	central	S	0	I	1	P			0
incloguésseu	incloure	VMSI2P05	central	S	0	I	2	P			0
incloguéssim	incloure	VMSI1P02	central	S	0	I	1	P			0
incloguéssiu	incloure	VMSI2P02	central	S	0	I	2	P			0
inclou	incloure	VMIP3S00	central	I	0	P	3	S			0
inclou	incloure	VMM02S00	central	M	0	0	2	S			pos
inclouen	incloure	VMIP3P00	central	I	0	P	3	P			0
inclouran	incloure	VMIF3P00	central	I	0	F	3	P			0
incloure	incloure	VMN00000	central	N	0	0	0	0			0
inclourem	incloure	VMIF1P00	central	I	0	F	1	P			0
incloureu	incloure	VMIF2P00	central	I	0	F	2	P			0
inclouria	incloure	VMIC1S00	central	I	0	C	1	S			0
inclouria	incloure	VMIC3S00	central	I	0	C	3	S			0
inclourien	incloure	VMIC3P00	central	I	0	C	3	P			0
inclouries	incloure	VMIC2S00	central	I	0	C	2	S			0
inclourà	incloure	VMIF3S00	central	I	0	F	3	S			0
inclouràs	incloure	VMIF2S00	central	I	0	F	2	S			0
inclouré	incloure	VMIF1S00	central	I	0	F	1	S			0
inclouríem	incloure	VMIC1P00	central	I	0	C	1	P			0
inclouríeu	incloure	VMIC2P00	central	I	0	C	2	P			0
inclous	incloure	VMIP2S00	central	I	0	P	2	S			0
incloíem	incloure	VMII1P00	central	I	0	I	1	P			0
incloíeu	incloure	VMII2P00	central	I	0	I	2	P			0
incloïa	incloure	VMII1S00	central	I	0	I	1	S			0
incloïa	incloure	VMII3S00	central	I	0	I	3	S			0
incloïen	incloure	VMII3P00	central	I	0	I	3	P			0
incloïes	incloure	VMII2S00	central	I	0	I	2	S			0
inclòs	incloure	VMP00SM0	central	P	M	0	0	S			0
iran	anar	VMIF3P00	central	I	0	F	3	P			0
irem	anar	VMIF1P00	central	I	0	F	1	P			0
ireu	anar	VMIF2P00	central	I	0	F	2	P			0
iria	anar	VMIC1S00	central	I	0	C	1	S			0
iria	anar	VMIC3S00	central	I	0	C	3	S			0
irien	anar	VMIC3P00	central	I	0	C	3	P			0
iries	anar	VMIC2S00	central	I	0	C	2	S			0
irà	anar	VMIF3S00	central	I	0	F	3	S			0
iràs	anar	VMIF2S00	central	I	0	F	2	S			0
iré	anar	VMIF1S00	central	I	0	F	1	S			0
iríem	anar	VMIC1P00	central	I	0	C	1	P			0
iríeu	anar	VMIC2P00	central	I	0	C	2	P			0
jac	jeure	VMIP1S00	central	I	0	P	1	S			0
jaguem	jeure	VMM01P00	central	M	0	0	1	P			pos
jaguem	jeure	VMSP1P00	central	S	0	P	1	P			0
jaguera	jeure	VMSI1S03	central	S	0	I	1	S			0
jaguera	jeure	VMSI3S03	central	S	0	I	3	S			0
jagueren	jeure	VMSI3P03	central	S	0	I	3	P			0
jagueres	jeure	VMSI2S03	central	S	0	I	2	S			0
jaguessen	jeure	VMSI3P05	central	S	0	I	3	P			0
jaguesses	jeure	VMSI2S05	central	S	0	I	2	S			0
jaguessin	jeure	VMSI3P02	central	S	0	I	3	P			0
jaguessis	jeure	VMSI2S02	central	S	0	I	2	S			0
jagueu	jeure	VMSP2P00	central	S	0	P	2	P			0
jagui	jeure	VMM03S0Y	central	M	0	0	3	S			pos
jagui	jeure	VMSP1S0Y	central	S	0	P	1	S			0
jagui	jeure	VMSP3S0Y	central	S	0	P	3	S			0
jaguin	jeure	VMM03P0Y	central	M	0	0	3	P			pos
jaguin	jeure	VMSP3P0Y	central	S	0	P	3	P			0
jaguis	jeure	VMSP2S0Y	central	S	0	P	2	S			0
jagut	jeure	VMP00SM0	central	P	M	0	0	S			0
jaguérem	jeure	VMSI1P03	central	S	0	I	1	P			0
jaguéreu	jeure	VMSI2P03	central	S	0	I	2	P			0
jagués	jeure	VMSI1S01	central	S	0	I	1	S			0
jagués	jeure	VMSI3S01	central	S	0	I	3	S			0
jaguéssem	jeure	VMSI1P05	central	S	0	I	1	P			0
jaguésseu	jeure	VMSI2P05	central	S	0	I	2	P			0
jaguéssim	jeure	VMSI1P02	central	S	0	I	1	P			0
jaguéssiu	jeure	VMSI2P02	central	S	0	I	2	P			0
jaiem	jeure	VMIP1P00	central	I	0	P	1	P			0
jaient	jeure	VMG00000	central	G	0	0	0	0			0
jaieu	jeure	VMIP2P00	central	I	0	P	2	P			0
jaieu	jeure	VMM02P00	central	M	0	0	2	P			pos
jau	jeure	VMIP3S00	central	I	0	P	3	S			0
jau	jeure	VMM02S00	central	M	0	0	2	S			pos
jauen	jeure	VMIP3P00	central	I	0	P	3	P			0
jauran	jeure	VMIF3P00	central	I	0	F	3	P			0
jaure	jeure	VMN00000	central	N	0	0	0	0			0
jaurem	jeure	VMIF1P00	central	I	0	F	1	P			0
jaureu	jeure	VMIF2P00	central	I	0	F	2	P			0
jauria	jeure	VMIC1S00	central	I	0	C	1	S			0
jauria	jeure	VMIC3S00	central	I	0	C	3	S			0
jaurien	jeure	VMIC3P00	central	I	0	C	3	P			0
jauries	jeure	VMIC2S00	central	I	0	C	2	S			0
jaurà	jeure	VMIF3S00	central	I	0	F	3	S			0
jauràs	jeure	VMIF2S00	central	I	0	F	2	S			0
jauré	jeure	VMIF1S00	central	I	0	F	1	S			0
jauríem	jeure	VMIC1P00	central	I	0	C	1	P			0
jauríeu	jeure	VMIC2P00	central	I	0	C	2	P			0
jaus	jeure	VMIP2S00	central	I	0	P	2	S			0
jec	jeure	VMIP1S00	central	I	0	P	1	S			0
jegui	jeure	VMM03S0Y	central	M	0	0	3	S			pos
jegui	jeure	VMSP1S0Y	central	S	0	P	1	S			0
jegui	jeure	VMSP3S0Y	central	S	0	P	3	S			0
jeguin	jeure	VMM03P0Y	central	M	0	0	3	P			pos
jeguin	jeure	VMSP3P0Y	central	S	0	P	3	P			0
jeguis	jeure	VMSP2S0Y	central	S	0	P	2	S			0
jeia	jeure	VMII1S00	central	I	0	I	1	S			0
jeia	jeure	VMII3S00	central	I	0	I	3	S			0
jeien	jeure	VMII3P00	central	I	0	I	3	P			0
jeies	jeure	VMII2S00	central	I	0	I	2	S			0
jeu	jeure	VMIP3S00	central	I	0	P	3	S			0
jeu	jeure	VMM02S00	central	M	0	0	2	S			pos
jeuen	jeure	VMIP3P00	central	I	0	P	3	P			0
jeure	jeure	VMN00000	central	N	0	0	0	0			0
jeus	jeure	VMIP2S00	central	I	0	P	2	S			0
juga	jugar	VMIP3S00	central	I	0	P	3	S			0
juga	jugar	VMM02S00	central	M	0	0	2	S			pos
jugant	jugar	VMG00000	central	G	0	0	0	0			0
jugar	jugar	VMN00000	central	N	0	0	0	0			0
jugara	jugar	VMSI1S03	central	S	0	I	1	S			0
jugara	jugar	VMSI3S03	central	S	0	I	3	S			0
jugaran	jugar	VMIF3P00	central	I	0	F	3	P			0
jugarem	jugar	VMIF1P00	central	I	0	F	1	P			0
jugaren	jugar	VMSI3P03	central	S	0	I	3	P			0
jugares	jugar	VMSI2S03	central	S	0	I	2	S			0
jugareu	jugar	VMIF2P00	central	I	0	F	2	P			0
jugaria	jugar	VMIC1S00	central	I	0	C	1	S			0
jugaria	jugar	VMIC3S00	central	I	0	C	3	S			0
jugarien	jugar	VMIC3P00	central	I	0	C	3	P			0
jugaries	jugar	VMIC2S00	central	I	0	C	2	S			0
jugarà	jugar	VMIF3S00	central	I	0	F	3	S			0
jugaràs	jugar	VMIF2S00	central	I	0	F	2	S			0
jugaré	jugar	VMIF1S00	central	I	0	F	1	S			0
jugaríem	jugar	VMIC1P00	central	I	0	C	1	P			0
jugaríeu	jugar	VMIC2P00	central	I	0	C	2	P			0
jugassin	jugar	VMSI3P04	central	S	0	I	3	P			0
jugassis	jugar	VMSI2S04	central	S	0	I	2	S			0
jugat	jugar	VMP00SM0	central	P	M	0	0	S			0
jugava	jugar	VMII1S00	central	I	0	I	1	S			0
jugava	jugar	VMII3S00	central	I	0	I	3	S			0
jugaven	jugar	VMII3P00	central	I	0	I	3	P			0
jugaves	jugar	VMII2S00	central	I	0	I	2	S			0
jugo	jugar	VMIP1S0C	central	I	0	P	1	S			0
juguem	jugar	VMIP1P00	central	I	0	P	1	P			0
juguem	jugar	VMM01P00	central	M	0	0	1	P			pos
juguem	jugar	VMSP1P00	central	S	0	P	1	P			0
juguen	jugar	VMIP3P00	central	I	0	P	3	P			0
jugues	jugar	VMIP2S00	central	I	0	P	2	S			0
juguessen	jugar	VMSI3P05	central	S	0	I	3	P			0
juguesses	jugar	VMSI2S05	central	S	0	I	2	S			0
juguessin	jugar	VMSI3P02	central	S	0	I	3	P			0
juguessis	jugar	VMSI2S02	central	S	0	I	2	S			0
jugueu	jugar	VMIP2P00	central	I	0	P	2	P			0
jugueu	jugar	VMM02P0X	central	M	0	0	2	P			pos
jugueu	jugar	VMSP2P00	central	S	0	P	2	P			0
jugui	jugar	VMM03S0Y	central	M	0	0	3	S			pos
jugui	jugar	VMSP1S0Y	central	S	0	P	1	S			0
jugui	jugar	VMSP3S0Y	central	S	0	P	3	S			0
juguin	jugar	VMM03P0Y	central	M	0	0	3	P			pos
juguin	jugar	VMSP3P0Y	central	S	0	P	3	P			0
juguis	jugar	VMSP2S0Y	central	S	0	P	2	S			0
jugués	jugar	VMSI1S01	central	S	0	I	1	S			0
jugués	jugar	VMSI3S01	central	S	0	I	3	S			0
juguéssem	jugar	VMSI1P05	central	S	0	I	1	P			0
juguésseu	jugar	VMSI2P05	central	S	0	I	2	P			0
juguéssim	jugar	VMSI1P02	central	S	0	I	1	P			0
juguéssiu	jugar	VMSI2P02	central	S	0	I	2	P			0
jugàrem	jugar	VMSI1P03	central	S	0	I	1	P			0
jugàreu	jugar	VMSI2P03	central	S	0	I	2	P			0
jugàs	jugar	VMSI1S07	central	S	0	I	1	S			0
jugàs	jugar	VMSI3S07	central	S	0	I	3	S			0
jugàssim	jugar	VMSI1P04	central	S	0	I	1	P			0
jugàssiu	jugar	VMSI2P04	central	S	0	I	2	P			0
jugàvem	jugar	VMII1P00	central	I	0	I	1	P			0
jugàveu	jugar	VMII2P00	central	I	0	I	2	P			0
jèiem	jeure	VMII1P00	central	I	0	I	1	P			0
jèieu	jeure	VMII2P00	central	I	0	I	2	P			0
jéiem	jeure	VMII1P00	central	I	0	I	1	P			0
jéieu	jeure	VMII2P00	central	I	0	I	2	P			0
llu	lluir	VMIP3S00	central	I	0	P	3	S			0
llu	lluir	VMM02S00	central	M	0	0	2	S			pos
llueix	lluir	VMIP3S00	central	I	0	P	3	S			0
llueix	lluir	VMM02S00	central	M	0	0	2	S			pos
llueixen	lluir	VMIP3P00	central	I	0	P	3	P			0
llueixes	lluir	VMIP2S00	central	I	0	P	2	S			0
llueixi	lluir	VMM03S0Y	central	M	0	0	3	S			pos
llueixi	lluir	VMSP1S0Y	central	S	0	P	1	S			0
llueixi	lluir	VMSP3S0Y	central	S	0	P	3	S			0
llueixin	lluir	VMM03P0Y	central	M	0	0	3	P			pos
llueixin	lluir	VMSP3P0Y	central	S	0	P	3	P			0
llueixis	lluir	VMSP2S0Y	central	S	0	P	2	S			0
llueixo	lluir	VMIP1S0C	central	I	0	P	1	S			0
lluen	lluir	VMIP3P00	central	I	0	P	3	P			0
lluesc	lluir	VMIP1S0Z	central	I	0	P	1	S			0
lluint	lluir	VMG00000	central	G	0	0	0	0			0
lluir	lluir	VMN00000	central	N	0	0	0	0			0
lluiran	lluir	VMIF3P00	central	I	0	F	3	P			0
lluirem	lluir	VMIF1P00	central	I	0	F	1	P			0
lluireu	lluir	VMIF2P00	central	I	0	F	2	P			0
lluiria	lluir	VMIC1S00	central	I	0	C	1	S			0
lluiria	lluir	VMIC3S00	central	I	0	C	3	S			0
lluirien	lluir	VMIC3P00	central	I	0	C	3	P			0
lluiries	lluir	VMIC2S00	central	I	0	C	2	S			0
lluirà	lluir	VMIF3S00	central	I	0	F	3	S			0
lluiràs	lluir	VMIF2S00	central	I	0	F	2	S			0
lluiré	lluir	VMIF1S00	central	I	0	F	1	S			0
lluiríem	lluir	VMIC1P00	central	I	0	C	1	P			0
lluiríeu	lluir	VMIC2P00	central	I	0	C	2	P			0
lluo	lluir	VMIP1S0C	central	I	0	P	1	S			0
llus	lluir	VMIP2S00	central	I	0	P	2	S			0
lluu	lluir	VMIP1S00	central	I	0	P	1	S			0
lluu	lluir	VMIP3S00	central	I	0	P	3	S			0
lluu	lluir	VMM02S00	central	M	0	0	2	S			pos
lluus	lluir	VMIP2S00	central	I	0	P	2	S			0
lluíem	lluir	VMII1P00	central	I	0	I	1	P			0
lluíeu	lluir	VMII2P00	central	I	0	I	2	P			0
lluírem	lluir	VMSI1P03	central	S	0	I	1	P			0
lluíreu	lluir	VMSI2P03	central	S	0	I	2	P			0
lluís	lluir	VMSI1S01	central	S	0	I	1	S			0
lluís	lluir	VMSI3S01	central	S	0	I	3	S			0
lluíssem	lluir	VMSI1P05	central	S	0	I	1	P			0
lluísseu	lluir	VMSI2P05	central	S	0	I	2	P			0
lluíssim	lluir	VMSI1P02	central	S	0	I	1	P			0
lluíssiu	lluir	VMSI2P02	central	S	0	I	2	P			0
lluï	lluir	VMM03S0Y	central	M	0	0	3	S			pos
lluï	lluir	VMSP1S0Y	central	S	0	P	1	S			0
lluï	lluir	VMSP3S0Y	central	S	0	P	3	S			0
lluïa	lluir	VMII1S00	central	I	0	I	1	S			0
lluïa	lluir	VMII3S00	central	I	0	I	3	S			0
lluïen	lluir	VMII3P00	central	I	0	I	3	P			0
lluïes	lluir	VMII2S00	central	I	0	I	2	S			0
lluïm	lluir	VMIP1P00	central	I	0	P	1	P			0
lluïm	lluir	VMM01P00	central	M	0	0	1	P			pos
lluïm	lluir	VMSP1P00	central	S	0	P	1	P			0
lluïn	lluir	VMM03P0Y	central	M	0	0	3	P			pos
lluïn	lluir	VMSP3P0Y	central	S	0	P	3	P			0
lluïra	lluir	VMSI1S03	central	S	0	I	1	S			0
lluïra	lluir	VMSI3S03	central	S	0	I	3	S			0
lluïren	lluir	VMSI3P03	central	S	0	I	3	P			0
lluïres	lluir	VMSI2S03	central	S	0	I	2	S			0
lluïs	lluir	VMSP2S0Y	central	S	0	P	2	S			0
lluïssen	lluir	VMSI3P05	central	S	0	I	3	P			0
lluïsses	lluir	VMSI2S05	central	S	0	I	2	S			0
lluïssin	lluir	VMSI3P02	central	S	0	I	3	P			0
lluïssis	lluir	VMSI2S02	central	S	0	I	2	S			0
lluït	lluir	VMP00SM0	central	P	M	0	0	S			0
lluïu	lluir	VMIP2P00	central	I	0	P	2	P			0
lluïu	lluir	VMM02P00	central	M	0	0	2	P			pos
lluïu	lluir	VMSP2P00	central	S	0	P	2	P			0
mor	morir	VMIP3S00	central	I	0	P	3	S			0
mor	morir	VMM02S00	central	M	0	0	2	S			pos
moren	morir	VMIP3P00	central	I	0	P	3	P			0
mori	morir	VMM03S0Y	central	M	0	0	3	S			pos
mori	morir	VMSP1S0Y	central	S	0	P	1	S			0
mori	morir	VMSP3S0Y	central	S	0	P	3	S			0
moria	morir	VMII1S00	central	I	0	I	1	S			0
moria	morir	VMII3S00	central	I	0	I	3	S			0
morien	morir	VMII3P00	central	I	0	I	3	P			0
mories	morir	VMII2S00	central	I	0	I	2	S			0
morim	morir	VMIP1P00	central	I	0	P	1	P			0
morim	morir	VMM01P00	central	M	0	0	1	P			pos
morim	morir	VMSP1P00	central	S	0	P	1	P			0
morin	morir	VMM03P0Y	central	M	0	0	3	P			pos
morin	morir	VMSP3P0Y	central	S	0	P	3	P			0
morint	morir	VMG00000	central	G	0	0	0	0			0
morir	morir	VMN00000	central	N	0	0	0	0			0
morira	morir	VMSI1S03	central	S	0	I	1	S			0
morira	morir	VMSI3S03	central	S	0	I	3	S			0
moriran	morir	VMIF3P00	central	I	0	F	3	P			0
morirem	morir	VMIF1P00	central	I	0	F	1	P			0
moriren	morir	VMSI3P03	central	S	0	I	3	P			0
morires	morir	VMSI2S03	central	S	0	I	2	S			0
morireu	morir	VMIF2P00	central	I	0	F	2	P			0
moriria	morir	VMIC1S00	central	I	0	C	1	S			0
moriria	morir	VMIC3S00	central	I	0	C	3	S			0
moririen	morir	VMIC3P00	central	I	0	C	3	P			0
moriries	morir	VMIC2S00	central	I	0	C	2	S			0
morirà	morir	VMIF3S00	central	I	0	F	3	S			0
moriràs	morir	VMIF2S00	central	I	0	F	2	S			0
moriré	morir	VMIF1S00	central	I	0	F	1	S			0
moriríem	morir	VMIC1P00	central	I	0	C	1	P			0
moriríeu	morir	VMIC2P00	central	I	0	C	2	P			0
moris	morir	VMSP2S0Y	central	S	0	P	2	S			0
morissen	morir	VMSI3P05	central	S	0	I	3	P			0
morisses	morir	VMSI2S05	central	S	0	I	2	S			0
morissin	morir	VMSI3P02	central	S	0	I	3	P			0
morissis	morir	VMSI2S02	central	S	0	I	2	S			0
moriu	morir	VMIP2P00	central	I	0	P	2	P			0
moriu	morir	VMM02P00	central	M	0	0	2	P			pos
moriu	morir	VMSP2P00	central	S	0	P	2	P			0
moro	morir	VMIP1S0C	central	I	0	P	1	S			0
mors	morir	VMIP2S00	central	I	0	P	2	S			0
mort	morir	VMP00SM0	central	P	M	0	0	S			0
moríem	morir	VMII1P00	central	I	0	I	1	P			0
moríeu	morir	VMII2P00	central	I	0	I	2	P			0
morírem	morir	VMSI1P03	central	S	0	I	1	P			0
moríreu	morir	VMSI2P03	central	S	0	I	2	P			0
morís	morir	VMSI1S01	central	S	0	I	1	S			0
morís	morir	VMSI3S01	central	S	0	I	3	S			0
moríssem	morir	VMSI1P05	central	S	0	I	1	P			0
morísseu	morir	VMSI2P05	central	S	0	I	2	P			0
moríssim	morir	VMSI1P02	central	S	0	I	1	P			0
moríssiu	morir	VMSI2P02	central	S	0	I	2	P			0
olora	olorar	VMIP3S00	central	I	0	P	3	S			0
olora	olorar	VMM02S00	central	M	0	0	2	S			pos
olorant	olorar	VMG00000	central	G	0	0	0	0			0
olorar	olorar	VMN00000	central	N	0	0	0	0			0
olorara	olorar	VMSI1S03	central	S	0	I	1	S			0
olorara	olorar	VMSI3S03	central	S	0	I	3	S			0
oloraran	olorar	VMIF3P00	central	I	0	F	3	P			0
olorarem	olorar	VMIF1P00	central	I	0	F	1	P			0
oloraren	olorar	VMSI3P03	central	S	0	I	3	P			0
olorares	olorar	VMSI2S03	central	S	0	I	2	S			0
olorareu	olorar	VMIF2P00	central	I	0	F	2	P			0
oloraria	olorar	VMIC1S00	central	I	0	C	1	S			0
oloraria	olorar	VMIC3S00	central	I	0	C	3	S			0
olorarien	olorar	VMIC3P00	central	I	0	C	3	P			0
oloraries	olorar	VMIC2S00	central	I	0	C	2	S			0
olorarà	olorar	VMIF3S00	central	I	0	F	3	S			0
oloraràs	olorar	VMIF2S00	central	I	0	F	2	S			0
oloraré	olorar	VMIF1S00	central	I	0	F	1	S			0
oloraríem	olorar	VMIC1P00	central	I	0	C	1	P			0
oloraríeu	olorar	VMIC2P00	central	I	0	C	2	P			0
olorassin	olorar	VMSI3P04	central	S	0	I	3	P			0
olorassis	olorar	VMSI2S04	central	S	0	I	2	S			0
olorat	olorar	VMP00SM0	central	P	M	0	0	S			0
olorava	olorar	VMII1S00	central	I	0	I	1	S			0
olorava	olorar	VMII3S00	central	I	0	I	3	S			0
oloraven	olorar	VMII3P00	central	I	0	I	3	P			0
oloraves	olorar	VMII2S00	central	I	0	I	2	S			0
olorem	olorar	VMIP1P00	central	I	0	P	1	P			0
olorem	olorar	VMM01P00	central	M	0	0	1	P			pos
olorem	olorar	VMSP1P00	central	S	0	P	1	P			0
oloren	olorar	VMIP3P00	central	I	0	P	3	P			0
olores	olorar	VMIP2S00	central	I	0	P	2	S			0
oloressen	olorar	VMSI3P05	central	S	0	I	3	P			0
oloresses	olorar	VMSI2S05	central	S	0	I	2	S			0
oloressin	olorar	VMSI3P02	central	S	0	I	3	P			0
oloressis	olorar	VMSI2S02	central	S	0	I	2	S			0
oloreu	olorar	VMIP2P00	central	I	0	P	2	P			0
oloreu	olorar	VMM02P0X	central	M	0	0	2	P			pos
oloreu	olorar	VMSP2P00	central	S	0	P	2	P			0
olori	olorar	VMM03S0Y	central	M	0	0	3	S			pos
olori	olorar	VMSP1S0Y	central	S	0	P	1	S			0
olori	olorar	VMSP3S0Y	central	S	0	P	3	S			0
olorin	olorar	VMM03P0Y	central	M	0	0	3	P			pos
olorin	olorar	VMSP3P0Y	central	S	0	P	3	P			0
oloris	olorar	VMSP2S0Y	central	S	0	P	2	S			0
oloro	olorar	VMIP1S0C	central	I	0	P	1	S			0
oloràrem	olorar	VMSI1P03	central	S	0	I	1	P			0
oloràreu	olorar	VMSI2P03	central	S	0	I	2	P			0
oloràs	olorar	VMSI1S07	central	S	0	I	1	S			0
oloràs	olorar	VMSI3S07	central	S	0	I	3	S			0
oloràssim	olorar	VMSI1P04	central	S	0	I	1	P			0
oloràssiu	olorar	VMSI2P04	central	S	0	I	2	P			0
oloràvem	olorar	VMII1P00	central	I	0	I	1	P			0
oloràveu	olorar	VMII2P00	central	I	0	I	2	P			0
olorés	olorar	VMSI1S01	central	S	0	I	1	S			0
olorés	olorar	VMSI3S01	central	S	0	I	3	S			0
oloréssem	olorar	VMSI1P05	central	S	0	I	1	P			0
olorésseu	olorar	VMSI2P05	central	S	0	I	2	P			0
oloréssim	olorar	VMSI1P02	central	S	0	I	1	P			0
oloréssiu	olorar	VMSI2P02	central	S	0	I	2	P			0
parla	parlar	VMIP3S00	central	I	0	P	3	S			0
parla	parlar	VMM02S00	central	M	0	0	2	S			pos
parlant	parlar	VMG00000	central	G	0	0	0	0			0
parlar	parlar	VMN00000	central	N	0	0	0	0			0
parlara	parlar	VMSI1S03	central	S	0	I	1	S			0
parlara	parlar	VMSI3S03	central	S	0	I	3	S			0
parlaran	parlar	VMIF3P00	central	I	0	F	3	P			0
parlarem	parlar	VMIF1P00	central	I	0	F	1	P			0
parlaren	parlar	VMSI3P03	central	S	0	I	3	P			0
parlares	parlar	VMSI2S03	central	S	0	I	2	S			0
parlareu	parlar	VMIF2P00	central	I	0	F	2	P			0
parlaria	parlar	VMIC1S00	central	I	0	C	1	S			0
parlaria	parlar	VMIC3S00	central	I	0	C	3	S			0
parlarien	parlar	VMIC3P00	central	I	0	C	3	P			0
parlaries	parlar	VMIC2S00	central	I	0	C	2	S			0
parlarà	parlar	VMIF3S00	central	I	0	F	3	S			0
parlaràs	parlar	VMIF2S00	central	I	0	F	2	S			0
parlaré	parlar	VMIF1S00	central	I	0	F	1	S			0
parlaríem	parlar	VMIC1P00	central	I	0	C	1	P			0
