note|tags|spanish_verb|inf_verb|person|sing_or_plural|mood|tense|pos_neg_cmd|context_phrase|cast_note|conj_verb|code|region|verb_type|gender|haver_verb|anar_verb|note1|note2|cat_note|tense_tag|mood_tag|ending_tag|pronoun_tag|cat_tags
⇠ En aquella època, sovint, ⇠tu {{c1::eras::…ser…}} (conscient d'això)| ends_in_er extreme_irregularity imperfecto irregular_form irregular_verb ser tú_vos |ser|ser|2|S|I|I|0|consciente de ello|⇠ En esa época, a menudo, ⇠tú/vos {{c1::eras::…ser…}} (consciente de ello)|eres|VSII2S00|central|S|0|||⇠ En aquella època, sovint, ⇠tu | (conscient d'això)|⇠ En aquella època, sovint, ⇠tu {{c1::eres::…ser…}} (conscient d'això)|imperfet|indicatiu|-er|tu| imperfet indicatiu -er tu ser 
